Lan;HDia;InAr;InMan;Vardtid;Antal
1;E00-E90;1997;1;16,16666667;6
1;I00-I99;1997;1;7,301886792;159
1;M20-M25;1997;1;0;1
1;M70-M79;1997;1;3;1
1;M86-M90;1997;1;2;3
1;S00-T98;1997;1;25;1
1;E00-E90;1997;2;12;6
1;I00-I99;1997;2;6,323529412;170
1;L00-L99;1997;2;4;1
1;M00-M03;1997;2;4;1
1;S00-T98;1997;2;5;2
1;C00D48;1997;3;10;1
1;E00-E90;1997;3;10,2;5
1;I00-I99;1997;3;6,515923567;157
1;M86-M90;1997;3;4;1
1;S00-T98;1997;3;6,333333333;3
1;C00D48;1997;4;1,5;2
1;E00-E90;1997;4;12;3
1;I00-I99;1997;4;6,005586592;179
1;L00-L99;1997;4;2;1
1;Q00-Q99;1997;4;2,5;2
1;S00-T98;1997;4;22;1
1;C00D48;1997;5;6;1
1;E00-E90;1997;5;9,428571429;7
1;G00-G99;1997;5;2;1
1;I00-I99;1997;5;6,854166667;144
1;L00-L99;1997;5;9;1
1;M05-M14;1997;5;5;1
1;S00-T98;1997;5;1;1
1;E00-E90;1997;6;15;5
1;I00-I99;1997;6;5,941935484;155
1;M86-M90;1997;6;60;1
1;M95-M99;1997;6;3;1
1;Q00-Q99;1997;6;5;1
1;S00-T98;1997;6;2,5;2
1;Z00-Z99;1997;6;13;1
1;C00D48;1997;7;2;1
1;E00-E90;1997;7;9,25;4
1;I00-I99;1997;7;6,506578947;152
1;L00-L99;1997;7;9;1
1;R00-R99;1997;7;22;1
1;S00-T98;1997;7;10,33333333;3
1;C00D48;1997;8;8,666666667;3
1;E00-E90;1997;8;11,75;8
1;I00-I99;1997;8;6,465517241;116
1;M70-M79;1997;8;2;1
1;M80-M85;1997;8;8;1
1;M86-M90;1997;8;3;1
1;C00D48;1997;9;6;1
1;E00-E90;1997;9;5,5;4
1;I00-I99;1997;9;6,066666667;180
1;S00-T98;1997;9;3;2
1;C00D48;1997;10;6;1
1;E00-E90;1997;10;9;5
1;I00-I99;1997;10;5,932989691;194
1;M86-M90;1997;10;2;1
1;S00-T98;1997;10;7,5;2
1;C00D48;1997;11;59;1
1;E00-E90;1997;11;7,5;6
1;I00-I99;1997;11;6,179487179;156
1;M80-M85;1997;11;8;1
1;R00-R99;1997;11;0;1
1;S00-T98;1997;11;13;3
1;E00-E90;1997;12;13,25;4
1;I00-I99;1997;12;6,188811189;143
1;M86-M90;1997;12;4;1
1;Q00-Q99;1997;12;8;1
1;S00-T98;1997;12;6,2;5
1;E00-E90;1998;1;3,5;2
1;I00-I99;1998;1;6,858895706;163
1;S00-T98;1998;1;12;2
1;E00-E90;1998;2;7,333333333;9
1;I00-I99;1998;2;6,584795322;171
1;L00-L99;1998;2;1;1
1;M86-M90;1998;2;29;1
1;S00-T98;1998;2;6,5;2
1;E00-E90;1998;3;7,75;4
1;I00-I99;1998;3;6,864130435;184
1;L00-L99;1998;3;1;1
1;M00-M03;1998;3;24;1
1;M80-M85;1998;3;33;1
1;M86-M90;1998;3;1;1
1;S00-T98;1998;3;6;3
1;A00B99;1998;4;20;1
1;E00-E90;1998;4;7,333333333;3
1;I00-I99;1998;4;6,355029586;169
1;S00-T98;1998;4;4;1
1;C00D48;1998;5;12;1
1;E00-E90;1998;5;11,88888889;9
1;I00-I99;1998;5;6,706293706;143
1;S00-T98;1998;5;9;1
1;C00D48;1998;6;2;1
1;E00-E90;1998;6;7,444444444;9
1;I00-I99;1998;6;5,492307692;130
1;M15-M19;1998;6;2;1
1;M86-M90;1998;6;7;1
1;R00-R99;1998;6;14;1
1;S00-T98;1998;6;4,5;2
1;E00-E90;1998;7;23,875;8
1;I00-I99;1998;7;4,964285714;112
1;L00-L99;1998;7;2;1
1;M05-M14;1998;7;11;1
1;C00D48;1998;8;24;2
1;E00-E90;1998;8;19;1
1;I00-I99;1998;8;5,56302521;119
1;M86-M90;1998;8;1;1
1;R00-R99;1998;8;7;1
1;S00-T98;1998;8;9,8;5
1;C00D48;1998;9;29;1
1;E00-E90;1998;9;10,57142857;7
1;I00-I99;1998;9;5,260273973;146
1;L00-L99;1998;9;4;1
1;M20-M25;1998;9;6;1
1;M86-M90;1998;9;6,5;2
1;Q00-Q99;1998;9;3,25;4
1;S00-T98;1998;9;4,333333333;3
1;E00-E90;1998;10;10,66666667;3
1;I00-I99;1998;10;5,456692913;127
1;L00-L99;1998;10;9;1
1;M20-M25;1998;10;3;1
1;M60-M63;1998;10;3;1
1;M86-M90;1998;10;3;1
1;S00-T98;1998;10;3;1
1;Z00-Z99;1998;10;3,5;2
1;C00D48;1998;11;6;1
1;E00-E90;1998;11;15,66666667;6
1;I00-I99;1998;11;5,105263158;133
1;Q00-Q99;1998;11;1;1
1;S00-T98;1998;11;6;3
1;Z00-Z99;1998;11;1;1
1;C00D48;1998;12;4,5;2
1;E00-E90;1998;12;2,8;5
1;I00-I99;1998;12;7,304347826;115
1;M86-M90;1998;12;7;1
1;S00-T98;1998;12;23,33333333;3
1;E00-E90;1999;1;18;2
1;I00-I99;1999;1;5,765432099;162
1;L00-L99;1999;1;31;1
1;R00-R99;1999;1;19;1
1;S00-T98;1999;1;6;1
1;E00-E90;1999;2;9,666666667;9
1;I00-I99;1999;2;6,651898734;158
1;Q00-Q99;1999;2;4;1
1;S00-T98;1999;2;7,666666667;3
1;C00D48;1999;3;5;2
1;E00-E90;1999;3;7;4
1;I00-I99;1999;3;6,703296703;182
1;L00-L99;1999;3;10;2
1;M86-M90;1999;3;4;2
1;Q00-Q99;1999;3;1;1
1;S00-T98;1999;3;2;1
1;Z00-Z99;1999;3;2;1
1;C00D48;1999;4;15;2
1;E00-E90;1999;4;8,1;10
1;G00-G99;1999;4;5,5;2
1;I00-I99;1999;4;5,610169492;177
1;M00-M03;1999;4;9;1
1;M65-M68;1999;4;3;1
1;Z00-Z99;1999;4;3;1
1;C00D48;1999;5;2;2
1;E00-E90;1999;5;4,692307692;13
1;I00-I99;1999;5;6,338983051;177
1;S00-T98;1999;5;4,5;2
1;C00D48;1999;6;26;1
1;E00-E90;1999;6;6,944444444;18
1;I00-I99;1999;6;4,893081761;159
1;L00-L99;1999;6;10;1
1;M80-M85;1999;6;8;1
1;R00-R99;1999;6;4;1
1;S00-T98;1999;6;3;3
1;C00D48;1999;7;9;1
1;E00-E90;1999;7;12;8
1;I00-I99;1999;7;5,496240602;133
1;K00-K93;1999;7;7;1
1;M86-M90;1999;7;3,666666667;3
1;Q00-Q99;1999;7;1;1
1;S00-T98;1999;7;4,5;4
1;Z00-Z99;1999;7;55;1
1;E00-E90;1999;8;8,555555556;9
1;I00-I99;1999;8;6,968152866;157
1;M86-M90;1999;8;1;1
1;R00-R99;1999;8;5,5;2
1;S00-T98;1999;8;3,4;5
1;C00D48;1999;9;9;1
1;E00-E90;1999;9;4,923076923;13
1;I00-I99;1999;9;6,22;200
1;L00-L99;1999;9;2,5;2
1;S00-T98;1999;9;3,666666667;3
1;E00-E90;1999;10;11,28571429;14
1;I00-I99;1999;10;5,885416667;192
1;L00-L99;1999;10;1,5;2
1;M86-M90;1999;10;6;1
1;Q00-Q99;1999;10;12;1
1;S00-T98;1999;10;6;3
1;A00B99;1999;11;10;1
1;E00-E90;1999;11;7,642857143;14
1;I00-I99;1999;11;5,882075472;212
1;S00-T98;1999;11;3,333333333;3
1;Z00-Z99;1999;11;10;1
1;E00-E90;1999;12;6;4
1;I00-I99;1999;12;5,903846154;156
1;M86-M90;1999;12;3;1
1;E00-E90;2000;1;5,666666667;9
1;I00-I99;2000;1;6,869047619;168
1;M86-M90;2000;1;3;1
1;Q00-Q99;2000;1;7;1
1;S00-T98;2000;1;16,5;2
1;E00-E90;2000;2;5,272727273;11
1;I00-I99;2000;2;6,540540541;185
1;S00-T98;2000;2;5;1
1;Z00-Z99;2000;2;1;1
1;C00D48;2000;3;6;1
1;E00-E90;2000;3;4,9;10
1;I00-I99;2000;3;5,61849711;173
1;M05-M14;2000;3;28;1
1;M86-M90;2000;3;9;2
1;S00-T98;2000;3;14,25;4
1;C00D48;2000;4;5;2
1;E00-E90;2000;4;9,6;5
1;I00-I99;2000;4;6,036809816;163
1;M86-M90;2000;4;3,5;2
1;R00-R99;2000;4;3;1
1;S00-T98;2000;4;8;2
1;E00-E90;2000;5;4;10
1;I00-I99;2000;5;6,225641026;195
1;L00-L99;2000;5;8;1
1;N00-N99;2000;5;35,5;2
1;R00-R99;2000;5;0;1
1;S00-T98;2000;5;11,66666667;6
1;E00-E90;2000;6;5;9
1;I00-I99;2000;6;6,659259259;135
1;M20-M25;2000;6;3;1
1;M86-M90;2000;6;2;1
1;R00-R99;2000;6;1;1
1;S00-T98;2000;6;4;3
1;E00-E90;2000;7;7,444444444;9
1;I00-I99;2000;7;7,089430894;123
1;L00-L99;2000;7;9;1
1;M86-M90;2000;7;3;1
1;S00-T98;2000;7;6;2
1;E00-E90;2000;8;6,714285714;7
1;I00-I99;2000;8;6,027586207;145
1;M86-M90;2000;8;35,5;2
1;S00-T98;2000;8;6;3
1;E00-E90;2000;9;6,857142857;7
1;I00-I99;2000;9;6,597014925;134
1;M86-M90;2000;9;4;1
1;R00-R99;2000;9;6;2
1;S00-T98;2000;9;1;1
1;C00D48;2000;10;17;1
1;E00-E90;2000;10;7,571428571;7
1;I00-I99;2000;10;6,450331126;151
1;M00-M03;2000;10;2;1
1;M86-M90;2000;10;8;1
1;S00-T98;2000;10;2,5;2
1;Z00-Z99;2000;10;61,5;2
1;C00D48;2000;11;1;1
1;E00-E90;2000;11;8,666666667;3
1;I00-I99;2000;11;6,571428571;133
1;L00-L99;2000;11;34;1
1;M86-M90;2000;11;2;2
1;Q00-Q99;2000;11;1;1
1;R00-R99;2000;11;7;1
1;S00-T98;2000;11;5;3
1;A00B99;2000;12;70;1
1;I00-I99;2000;12;7,87254902;102
1;M80-M85;2000;12;3;1
1;R00-R99;2000;12;2,5;2
1;S00-T98;2000;12;9;1
1;C00D48;2001;1;9;2
1;E00-E90;2001;1;5,666666667;9
1;I00-I99;2001;1;7,417647059;170
1;L00-L99;2001;1;5;1
1;M20-M25;2001;1;7;1
1;M86-M90;2001;1;2,666666667;3
1;R00-R99;2001;1;0;1
1;S00-T98;2001;1;5,571428571;7
1;C00D48;2001;2;15,5;2
1;E00-E90;2001;2;7,142857143;7
1;G00-G99;2001;2;11;1
1;I00-I99;2001;2;8,12244898;147
1;M80-M85;2001;2;8;2
1;M86-M90;2001;2;1,5;2
1;N00-N99;2001;2;19;1
1;S00-T98;2001;2;14;2
1;A00B99;2001;3;12;1
1;C00D48;2001;3;7;2
1;E00-E90;2001;3;4;6
1;I00-I99;2001;3;7,874172185;151
1;N00-N99;2001;3;13;1
1;R00-R99;2001;3;0,5;2
1;S00-T98;2001;3;2;1
1;E00-E90;2001;4;8,818181818;11
1;I00-I99;2001;4;7,861313869;137
1;S00-T98;2001;4;4,428571429;7
1;C00D48;2001;5;14,66666667;3
1;E00-E90;2001;5;6,25;8
1;I00-I99;2001;5;7,092857143;140
1;J00-J99;2001;5;34;1
1;M60-M63;2001;5;1;1
1;M86-M90;2001;5;3;1
1;M95-M99;2001;5;3;1
1;S00-T98;2001;5;3,5;4
1;C00D48;2001;6;7;2
1;E00-E90;2001;6;4,5;6
1;I00-I99;2001;6;6,913793103;116
1;L00-L99;2001;6;9;1
1;M86-M90;2001;6;3,75;4
1;N00-N99;2001;6;18;1
1;S00-T98;2001;6;3,142857143;7
1;A00B99;2001;7;46;1
1;C00D48;2001;7;6;1
1;E00-E90;2001;7;9,5;4
1;I00-I99;2001;7;6,366071429;112
1;M00-M03;2001;7;2;1
1;M86-M90;2001;7;10,5;2
1;S00-T98;2001;7;11;5
1;E00-E90;2001;8;8,833333333;6
1;I00-I99;2001;8;7,043478261;115
1;M86-M90;2001;8;2;1
1;R00-R99;2001;8;1;1
1;Z00-Z99;2001;8;84;1
1;E00-E90;2001;9;4,4;5
1;I00-I99;2001;9;6,713333333;150
1;L00-L99;2001;9;5;1
1;M86-M90;2001;9;3;2
1;S00-T98;2001;9;11;4
1;Z00-Z99;2001;9;76;1
1;C00D48;2001;10;11;1
1;E00-E90;2001;10;5,111111111;9
1;I00-I99;2001;10;6,226190476;168
1;L00-L99;2001;10;21;1
1;M20-M25;2001;10;2;1
1;M86-M90;2001;10;2,666666667;3
1;S00-T98;2001;10;7;3
1;A00B99;2001;11;24;1
1;E00-E90;2001;11;5,25;8
1;I00-I99;2001;11;7,469387755;147
1;M86-M90;2001;11;3;1
1;Q00-Q99;2001;11;1;1
1;S00-T98;2001;11;4,75;4
1;E00-E90;2001;12;15,33333333;3
1;I00-I99;2001;12;6,69924812;133
1;M20-M25;2001;12;2;1
1;M86-M90;2001;12;5;1
1;R00-R99;2001;12;3;1
1;S00-T98;2001;12;5;2
1;E00-E90;2002;1;10,54545455;11
1;I00-I99;2002;1;7,182926829;164
1;M00-M03;2002;1;1;1
1;M86-M90;2002;1;4;3
1;S00-T98;2002;1;6,666666667;3
1;C00D48;2002;2;5,666666667;3
1;E00-E90;2002;2;6;4
1;I00-I99;2002;2;6,912;125
1;M86-M90;2002;2;2;1
1;S00-T98;2002;2;5,428571429;7
1;E00-E90;2002;3;9,25;4
1;I00-I99;2002;3;7,699300699;143
1;R00-R99;2002;3;21;1
1;S00-T98;2002;3;7,2;5
1;E00-E90;2002;4;10,66666667;3
1;I00-I99;2002;4;6,523809524;147
1;L00-L99;2002;4;6;1
1;M86-M90;2002;4;2,5;2
1;S00-T98;2002;4;2;1
1;Z00-Z99;2002;4;84;1
1;C00D48;2002;5;20;1
1;E00-E90;2002;5;5,8;15
1;I00-I99;2002;5;7,305194805;154
1;L00-L99;2002;5;19;2
1;M86-M90;2002;5;2,666666667;3
1;R00-R99;2002;5;11;1
1;S00-T98;2002;5;7,375;8
1;E00-E90;2002;6;3;3
1;I00-I99;2002;6;5,7;140
1;L00-L99;2002;6;12;1
1;M20-M25;2002;6;5,5;2
1;M80-M85;2002;6;11;1
1;M86-M90;2002;6;7,5;2
1;N00-N99;2002;6;7;1
1;S00-T98;2002;6;5,25;4
1;C00D48;2002;7;8;1
1;E00-E90;2002;7;5,2;5
1;I00-I99;2002;7;6;120
1;R00-R99;2002;7;1;1
1;S00-T98;2002;7;8,666666667;6
1;Z00-Z99;2002;7;1;1
1;E00-E90;2002;8;5;3
1;I00-I99;2002;8;6,214285714;154
1;Q00-Q99;2002;8;0;1
1;S00-T98;2002;8;6;4
1;C00D48;2002;9;7;1
1;E00-E90;2002;9;7,083333333;12
1;I00-I99;2002;9;6,260869565;184
1;M86-M90;2002;9;7;2
1;S00-T98;2002;9;2;2
1;Z00-Z99;2002;9;44;1
1;C00D48;2002;10;4;1
1;E00-E90;2002;10;5,4;5
1;I00-I99;2002;10;6,912280702;171
1;M80-M85;2002;10;14;1
1;M86-M90;2002;10;1,666666667;3
1;S00-T98;2002;10;5,8;5
1;C00D48;2002;11;14;1
1;E00-E90;2002;11;9,818181818;11
1;I00-I99;2002;11;7,380597015;134
1;M20-M25;2002;11;2;1
1;M60-M63;2002;11;11;1
1;M86-M90;2002;11;8;2
1;R00-R99;2002;11;8;1
1;S00-T98;2002;11;8;5
1;A00B99;2002;12;60;1
1;E00-E90;2002;12;4,25;4
1;I00-I99;2002;12;7,556451613;124
1;S00-T98;2002;12;8;10
1;Z00-Z99;2002;12;74,5;2
1;A00B99;2003;1;13;1
1;E00-E90;2003;1;9,222222222;9
1;I00-I99;2003;1;7,744680851;141
1;L00-L99;2003;1;8;1
1;M86-M90;2003;1;2,333333333;3
1;N00-N99;2003;1;12;1
1;S00-T98;2003;1;12,6;5
1;C00D48;2003;2;9;1
1;E00-E90;2003;2;7,923076923;13
1;I00-I99;2003;2;7,527559055;127
1;L00-L99;2003;2;25;1
1;M80-M85;2003;2;6,5;2
1;M86-M90;2003;2;2,666666667;3
1;Q00-Q99;2003;2;4;1
1;S00-T98;2003;2;6;7
1;E00-E90;2003;3;6,5;6
1;G00-G99;2003;3;7;1
1;I00-I99;2003;3;7,825174825;143
1;L00-L99;2003;3;11;2
1;M86-M90;2003;3;3;1
1;S00-T98;2003;3;6,714285714;7
1;A00B99;2003;4;21;1
1;E00-E90;2003;4;8,8;5
1;I00-I99;2003;4;7,0625;128
1;L00-L99;2003;4;4;1
1;M86-M90;2003;4;5,5;2
1;S00-T98;2003;4;7;8
1;Z00-Z99;2003;4;2;1
1;A00B99;2003;5;7;1
1;E00-E90;2003;5;8,2;5
1;I00-I99;2003;5;7,309352518;139
1;M86-M90;2003;5;2;1
1;S00-T98;2003;5;14,5;2
1;C00D48;2003;6;10;1
1;E00-E90;2003;6;8,375;8
1;I00-I99;2003;6;5,789473684;133
1;M00-M03;2003;6;0;1
1;M86-M90;2003;6;2;1
1;R00-R99;2003;6;9;1
1;S00-T98;2003;6;8,25;4
1;A00B99;2003;7;7;1
1;E00-E90;2003;7;6;8
1;I00-I99;2003;7;7,32231405;121
1;L00-L99;2003;7;8;3
1;M86-M90;2003;7;4;1
1;S00-T98;2003;7;13,33333333;3
1;A00B99;2003;8;18;1
1;E00-E90;2003;8;5;6
1;G00-G99;2003;8;4;1
1;I00-I99;2003;8;7,943548387;124
1;J00-J99;2003;8;11;1
1;L00-L99;2003;8;5,5;4
1;N00-N99;2003;8;17;1
1;S00-T98;2003;8;4,166666667;6
1;Z00-Z99;2003;8;5;1
1;E00-E90;2003;9;6;2
1;I00-I99;2003;9;6,108433735;166
1;L00-L99;2003;9;3;3
1;M86-M90;2003;9;4,333333333;3
1;N00-N99;2003;9;18;1
1;R00-R99;2003;9;2;1
1;S00-T98;2003;9;6,333333333;9
1;I00-I99;2003;10;7,100529101;189
1;M86-M90;2003;10;5;1
1;S00-T98;2003;10;8,3;10
1;E00-E90;2003;11;7,125;8
1;I00-I99;2003;11;6,266272189;169
1;L00-L99;2003;11;19;1
1;M86-M90;2003;11;3;1
1;Q00-Q99;2003;11;9;1
1;S00-T98;2003;11;8,666666667;3
1;C00D48;2003;12;2;1
1;E00-E90;2003;12;10,66666667;9
1;I00-I99;2003;12;6,281481481;135
1;J00-J99;2003;12;3;1
1;K00-K93;2003;12;5;1
1;L00-L99;2003;12;9;1
1;M86-M90;2003;12;5,333333333;3
1;S00-T98;2003;12;16;1
1;C00D48;2004;1;4;1
1;E00-E90;2004;1;11,1;10
1;I00-I99;2004;1;6,664473684;152
1;L00-L99;2004;1;20;2
1;M86-M90;2004;1;2;1
1;S00-T98;2004;1;11,14285714;7
1;A00B99;2004;2;22;2
1;C00D48;2004;2;11;1
1;E00-E90;2004;2;7,8;10
1;I00-I99;2004;2;5,903225806;155
1;M80-M85;2004;2;6;1
1;M86-M90;2004;2;3,5;2
1;Q00-Q99;2004;2;0;1
1;R00-R99;2004;2;13;1
1;S00-T98;2004;2;4,5;2
1;Z00-Z99;2004;2;16,5;2
1;A00B99;2004;3;16;4
1;C00D48;2004;3;18;1
1;E00-E90;2004;3;6,888888889;9
1;I00-I99;2004;3;6,489130435;184
1;L00-L99;2004;3;8;2
1;M86-M90;2004;3;5,666666667;3
1;R00-R99;2004;3;5,5;2
1;S00-T98;2004;3;3,714285714;7
1;A00B99;2004;4;17;1
1;E00-E90;2004;4;5,875;8
1;I00-I99;2004;4;6,348993289;149
1;L00-L99;2004;4;13,33333333;3
1;M00-M03;2004;4;10;1
1;M86-M90;2004;4;3;1
1;R00-R99;2004;4;1;2
1;S00-T98;2004;4;6,25;4
1;Z00-Z99;2004;4;0;1
1;C00D48;2004;5;3;1
1;E00-E90;2004;5;8,571428571;7
1;I00-I99;2004;5;7,601398601;143
1;L00-L99;2004;5;10,5;2
1;M86-M90;2004;5;4,75;4
1;S00-T98;2004;5;5,333333333;3
1;C00D48;2004;6;1;2
1;E00-E90;2004;6;7,5;6
1;I00-I99;2004;6;6,367088608;158
1;L00-L99;2004;6;13;2
1;M86-M90;2004;6;4,5;2
1;S00-T98;2004;6;7,8;5
1;C00D48;2004;7;3;1
1;E00-E90;2004;7;8,428571429;7
1;I00-I99;2004;7;5,608695652;92
1;L00-L99;2004;7;7;1
1;M86-M90;2004;7;2,666666667;3
1;S00-T98;2004;7;2;2
1;E00-E90;2004;8;14;8
1;I00-I99;2004;8;7,046296296;108
1;L00-L99;2004;8;31,5;2
1;M86-M90;2004;8;3;2
1;N00-N99;2004;8;15;1
1;S00-T98;2004;8;5;6
1;Z00-Z99;2004;8;46;1
1;C00D48;2004;9;37;1
1;E00-E90;2004;9;5,428571429;7
1;I00-I99;2004;9;5,549295775;142
1;L00-L99;2004;9;10,5;4
1;M20-M25;2004;9;0;1
1;M86-M90;2004;9;10,25;4
1;Q00-Q99;2004;9;2;1
1;R00-R99;2004;9;8;1
1;S00-T98;2004;9;13,33333333;6
1;A00B99;2004;10;9,5;2
1;E00-E90;2004;10;2,75;4
1;I00-I99;2004;10;5,9375;128
1;L00-L99;2004;10;3,666666667;3
1;M86-M90;2004;10;22;1
1;N00-N99;2004;10;32;1
1;S00-T98;2004;10;6;2
1;E00-E90;2004;11;5;5
1;I00-I99;2004;11;5,792307692;130
1;L00-L99;2004;11;15;2
1;M00-M03;2004;11;3;1
1;M15-M19;2004;11;7;1
1;M86-M90;2004;11;6,666666667;3
1;Q00-Q99;2004;11;2;1
1;S00-T98;2004;11;26;1
1;C00D48;2004;12;11;1
1;E00-E90;2004;12;6,777777778;9
1;I00-I99;2004;12;5,323741007;139
1;L00-L99;2004;12;13,5;4
1;S00-T98;2004;12;15,6;5
1;C00D48;2005;1;5;2
1;E00-E90;2005;1;11,2;10
1;I00-I99;2005;1;6,140186916;107
1;L00-L99;2005;1;15,125;8
1;M86-M90;2005;1;2;1
1;Q00-Q99;2005;1;6;1
1;S00-T98;2005;1;9;6
1;E00-E90;2005;2;14;6
1;I00-I99;2005;2;6,388429752;121
1;K00-K93;2005;2;28;1
1;L00-L99;2005;2;11,75;4
1;M80-M85;2005;2;3;1
1;M86-M90;2005;2;7,333333333;3
1;S00-T98;2005;2;6,5;4
1;E00-E90;2005;3;4,5;6
1;I00-I99;2005;3;6,101449275;138
1;L00-L99;2005;3;15,75;4
1;M05-M14;2005;3;3;1
1;M86-M90;2005;3;3;1
1;R00-R99;2005;3;6;1
1;S00-T98;2005;3;1,5;2
1;A00B99;2005;4;16;1
1;E00-E90;2005;4;5,571428571;7
1;I00-I99;2005;4;5,443609023;133
1;L00-L99;2005;4;12;3
1;M05-M14;2005;4;2;1
1;M20-M25;2005;4;3;1
1;M86-M90;2005;4;11;2
1;R00-R99;2005;4;0;1
1;S00-T98;2005;4;2,333333333;3
1;C00D48;2005;5;7;1
1;E00-E90;2005;5;14,75;8
1;I00-I99;2005;5;5,343283582;134
1;L00-L99;2005;5;9,333333333;3
1;S00-T98;2005;5;5,571428571;7
1;A00B99;2005;6;14,5;2
1;E00-E90;2005;6;12,77777778;9
1;I00-I99;2005;6;4,85;100
1;K00-K93;2005;6;28;1
1;L00-L99;2005;6;19;3
1;M86-M90;2005;6;2,5;2
1;N00-N99;2005;6;42;1
1;S00-T98;2005;6;7,25;4
1;E00-E90;2005;7;6;3
1;I00-I99;2005;7;6,569620253;79
1;L00-L99;2005;7;5;3
1;M00-M03;2005;7;8;1
1;M86-M90;2005;7;25;1
1;S00-T98;2005;7;20;3
1;C00D48;2005;8;14;1
1;E00-E90;2005;8;4,285714286;7
1;G00-G99;2005;8;14;1
1;I00-I99;2005;8;6,87012987;77
1;L00-L99;2005;8;15,5;4
1;M86-M90;2005;8;3;1
1;S00-T98;2005;8;11,33333333;3
1;Z00-Z99;2005;8;19;1
1;E00-E90;2005;9;11,25;4
1;I00-I99;2005;9;6,815217391;92
1;L00-L99;2005;9;5,5;4
1;M86-M90;2005;9;3,5;2
1;Q00-Q99;2005;9;1;1
1;S00-T98;2005;9;5;3
1;A00B99;2005;10;13;1
1;E00-E90;2005;10;8,142857143;7
1;I00-I99;2005;10;6,37;100
1;L00-L99;2005;10;21;3
1;Q00-Q99;2005;10;6;1
1;S00-T98;2005;10;10,5;4
1;A00B99;2005;11;6;2
1;E00-E90;2005;11;13;3
1;I00-I99;2005;11;5,861386139;101
1;L00-L99;2005;11;29;2
1;M00-M03;2005;11;4;1
1;M86-M90;2005;11;2,5;2
1;S00-T98;2005;11;24;2
1;A00B99;2005;12;19;1
1;C00D48;2005;12;8;1
1;E00-E90;2005;12;18,5;4
1;I00-I99;2005;12;6,530864198;81
1;L00-L99;2005;12;14;2
1;M80-M85;2005;12;11;1
1;M86-M90;2005;12;9;2
1;N00-N99;2005;12;26,375;8
1;S00-T98;2005;12;5,25;4
1;Z00-Z99;2005;12;4;1
1;A00B99;2006;1;9;4
1;C00D48;2006;1;20;1
1;E00-E90;2006;1;4,777777778;9
1;I00-I99;2006;1;7,139784946;93
1;J00-J99;2006;1;6;3
1;K00-K93;2006;1;8,4;5
1;L00-L99;2006;1;7;4
1;M05-M14;2006;1;2,5;2
1;M70-M79;2006;1;8;1
1;M86-M90;2006;1;8;1
1;N00-N99;2006;1;6,571428571;14
1;S00-T98;2006;1;8,333333333;3
1;Z00-Z99;2006;1;14,33333333;3
1;A00B99;2006;2;8;3
1;C00D48;2006;2;7,5;4
1;E00-E90;2006;2;5,6;5
1;I00-I99;2006;2;7,351648352;91
1;J00-J99;2006;2;9,5;2
1;K00-K93;2006;2;7;7
1;L00-L99;2006;2;9,333333333;3
1;M70-M79;2006;2;22;1
1;N00-N99;2006;2;12,18181818;22
1;O00-O99;2006;2;2;1
1;R00-R99;2006;2;7,333333333;6
1;S00-T98;2006;2;2,8;5
1;Z00-Z99;2006;2;3;2
1;A00B99;2006;3;5,75;4
1;C00D48;2006;3;3;3
1;E00-E90;2006;3;8,888888889;9
1;I00-I99;2006;3;7,206185567;97
1;J00-J99;2006;3;6,5;4
1;K00-K93;2006;3;5;3
1;L00-L99;2006;3;19,22222222;9
1;M70-M79;2006;3;3;1
1;M86-M90;2006;3;21;1
1;N00-N99;2006;3;7,8;20
1;O00-O99;2006;3;1;1
1;R00-R99;2006;3;1,333333333;3
1;S00-T98;2006;3;3,8;5
1;A00B99;2006;4;11;4
1;C00D48;2006;4;39;2
1;D50-D89;2006;4;3;1
1;E00-E90;2006;4;9,666666667;9
1;F30-F39;2006;4;1,5;2
1;I00-I99;2006;4;7,450549451;91
1;J00-J99;2006;4;4,8;5
1;K00-K93;2006;4;7;3
1;L00-L99;2006;4;9,5;4
1;M05-M14;2006;4;2;1
1;M30-M36;2006;4;6;1
1;M86-M90;2006;4;4;4
1;N00-N99;2006;4;7,210526316;19
1;R00-R99;2006;4;1;1
1;S00-T98;2006;4;2;1
1;Z00-Z99;2006;4;2;2
1;A00B99;2006;5;4;4
1;C00D48;2006;5;6,5;2
1;E00-E90;2006;5;9,222222222;9
1;I00-I99;2006;5;6,192;125
1;J00-J99;2006;5;8,333333333;3
1;K00-K93;2006;5;26,4;5
1;L00-L99;2006;5;17,33333333;3
1;N00-N99;2006;5;5,9;20
1;Q00-Q99;2006;5;3;1
1;S00-T98;2006;5;11,66666667;6
1;A00B99;2006;6;7;1
1;C00D48;2006;6;4;1
1;E00-E90;2006;6;6,666666667;6
1;F30-F39;2006;6;5;1
1;G00-G99;2006;6;9;1
1;I00-I99;2006;6;7,443037975;79
1;J00-J99;2006;6;3,75;4
1;L00-L99;2006;6;4,5;2
1;M86-M90;2006;6;21;2
1;N00-N99;2006;6;12,30769231;13
1;R00-R99;2006;6;3;2
1;S00-T98;2006;6;2,333333333;3
1;Z00-Z99;2006;6;1;1
1;A00B99;2006;7;10;2
1;C00D48;2006;7;4;1
1;E00-E90;2006;7;15;5
1;I00-I99;2006;7;5,469879518;83
1;J00-J99;2006;7;5;1
1;K00-K93;2006;7;17;5
