Lan;HDia;InAr;InMan;Vardtid;Antal
7;I00-I99;1999;2;6,666666667;18
7;L00-L99;1999;2;11,5;2
7;S00-T98;1999;2;35,5;2
7;E00-E90;1999;3;44;1
7;I00-I99;1999;3;8,1;20
7;I00-I99;1999;4;10,1875;16
7;E00-E90;1999;5;3;1
7;I00-I99;1999;5;7,636363636;11
7;E00-E90;1999;6;19;1
7;I00-I99;1999;6;5,285714286;14
7;I00-I99;1999;7;7,090909091;11
7;I00-I99;1999;8;7,533333333;15
7;I00-I99;1999;9;6,105263158;19
7;I00-I99;1999;10;7;20
7;C00D48;1999;11;35;1
7;I00-I99;1999;11;8,416666667;12
7;I00-I99;1999;12;6,526315789;19
7;E00-E90;2000;1;6;1
7;I00-I99;2000;1;9,125;24
7;E00-E90;2000;2;17;1
7;I00-I99;2000;2;7,380952381;21
7;E00-E90;2000;3;21;1
7;I00-I99;2000;3;7,266666667;15
7;I00-I99;2000;4;6,888888889;18
7;I00-I99;2000;5;9,24;25
7;E00-E90;2000;6;8;1
7;I00-I99;2000;6;6,125;16
7;Q00-Q99;2000;6;7;1
7;I00-I99;2000;7;13,69230769;13
7;E00-E90;2000;8;17;1
7;I00-I99;2000;8;9,25;12
7;L00-L99;2000;8;23;1
7;E00-E90;2000;9;19;1
7;I00-I99;2000;9;8,6;10
7;S00-T98;2000;9;6,5;2
7;E00-E90;2000;10;7;1
7;I00-I99;2000;10;7,777777778;27
7;E00-E90;2000;11;26,5;2
7;I00-I99;2000;11;7,1875;16
7;A00B99;2000;12;49;1
7;E00-E90;2000;12;12;2
7;I00-I99;2000;12;6,6875;16
7;I00-I99;2001;1;8;26
7;J00-J99;2001;1;12;1
7;A00B99;2001;2;15;1
7;E00-E90;2001;2;14;1
7;I00-I99;2001;2;12,5;18
7;E00-E90;2001;3;14;1
7;I00-I99;2001;3;9,222222222;18
7;E00-E90;2001;4;32;1
7;I00-I99;2001;4;9,428571429;14
7;Q00-Q99;2001;4;2;1
7;Z00-Z99;2001;4;12;1
7;E00-E90;2001;5;20;1
7;I00-I99;2001;5;7,866666667;15
7;I00-I99;2001;6;8,875;8
7;E00-E90;2001;7;5,666666667;3
7;I00-I99;2001;7;15,1;10
7;E00-E90;2001;8;9;2
7;I00-I99;2001;8;6,8;20
7;N00-N99;2001;8;64;1
7;I00-I99;2001;9;8,066666667;15
7;S00-T98;2001;9;3;1
7;E00-E90;2001;10;17;1
7;I00-I99;2001;10;6,423076923;26
7;Q00-Q99;2001;10;7;1
7;E00-E90;2001;11;20,5;2
7;I00-I99;2001;11;7,4;15
7;I00-I99;2001;12;10,92857143;14
7;E00-E90;2002;1;21,5;2
7;I00-I99;2002;1;12,16666667;18
7;I00-I99;2002;2;8,642857143;14
7;Z00-Z99;2002;2;3;1
7;I00-I99;2002;3;10;18
7;C00D48;2002;4;16;1
7;I00-I99;2002;4;7,588235294;17
7;E00-E90;2002;5;6;1
7;I00-I99;2002;5;8,058823529;17
7;S00-T98;2002;5;7;3
7;E00-E90;2002;6;13,5;2
7;I00-I99;2002;6;6,090909091;11
7;S00-T98;2002;6;3,5;2
7;I00-I99;2002;7;13;3
7;E00-E90;2002;8;9;1
7;I00-I99;2002;8;9,785714286;14
7;I00-I99;2002;9;6,95;20
7;E00-E90;2002;10;17,5;2
7;I00-I99;2002;10;9,047619048;21
7;I00-I99;2002;11;7,904761905;21
7;E00-E90;2002;12;34;1
7;I00-I99;2002;12;7,555555556;9
7;S00-T98;2002;12;26;1
7;Z00-Z99;2002;12;42;1
7;I00-I99;2003;1;7,631578947;19
7;E00-E90;2003;2;5;1
7;I00-I99;2003;2;6,0625;16
7;I00-I99;2003;3;6,588235294;17
7;Q00-Q99;2003;3;9;1
7;R00-R99;2003;3;10;1
7;S00-T98;2003;3;0;1
7;I00-I99;2003;4;7,142857143;14
7;I00-I99;2003;5;7,4375;16
7;M86-M90;2003;5;11;1
7;S00-T98;2003;5;11;1
7;E00-E90;2003;6;7;2
7;I00-I99;2003;6;6,6;10
7;I00-I99;2003;7;7,818181818;11
7;E00-E90;2003;8;3;1
7;I00-I99;2003;8;9;12
7;E00-E90;2003;9;8;1
7;I00-I99;2003;9;9,090909091;11
7;I00-I99;2003;10;10,2;10
7;I00-I99;2003;11;7,666666667;6
7;I00-I99;2003;12;9,285714286;7
7;E00-E90;2004;1;42;1
7;I00-I99;2004;1;7,307692308;13
7;A00B99;2004;2;6;1
7;I00-I99;2004;2;8,230769231;13
7;S00-T98;2004;2;3;1
7;I00-I99;2004;3;6,181818182;22
7;I00-I99;2004;4;7;11
7;I00-I99;2004;5;7,444444444;9
7;M86-M90;2004;5;2;1
7;R00-R99;2004;5;0;1
7;E00-E90;2004;6;17;1
7;I00-I99;2004;6;9,615384615;13
7;I00-I99;2004;7;7;7
7;C00D48;2004;8;9;1
7;E00-E90;2004;8;29;1
7;I00-I99;2004;8;8,4;10
7;E00-E90;2004;9;73;1
7;I00-I99;2004;9;9,277777778;18
7;I00-I99;2004;10;5,615384615;13
7;Z00-Z99;2004;10;45;1
7;I00-I99;2004;11;10,4;10
7;Q00-Q99;2004;11;1;1
7;I00-I99;2004;12;14,375;8
7;I00-I99;2005;1;9,153846154;13
7;I00-I99;2005;2;9,416666667;12
7;E00-E90;2005;3;44;1
7;I00-I99;2005;3;12,94117647;17
7;E00-E90;2005;4;8;1
7;I00-I99;2005;4;13,22222222;9
7;S00-T98;2005;4;7;1
7;I00-I99;2005;5;7,818181818;11
7;Q00-Q99;2005;5;2;1
7;R00-R99;2005;5;3;2
7;I00-I99;2005;6;13,2;10
7;S00-T98;2005;6;1;1
7;E00-E90;2005;7;12;1
7;I00-I99;2005;7;9,333333333;12
7;E00-E90;2005;8;9;2
7;I00-I99;2005;8;9,2;10
7;I00-I99;2005;9;7,888888889;18
7;Q00-Q99;2005;9;2;1
7;C00D48;2005;10;22;1
7;I00-I99;2005;10;10,09090909;11
7;E00-E90;2005;11;12;1
7;I00-I99;2005;11;13,4;10
7;J00-J99;2005;11;5;1
7;I00-I99;2005;12;16,46666667;15
7;K00-K93;2005;12;4;1
7;M86-M90;2005;12;11;1
7;A00B99;2006;1;90;1
7;I00-I99;2006;1;10,55555556;18
7;I00-I99;2006;2;9,111111111;18
7;K00-K93;2006;2;3;1
7;Q00-Q99;2006;2;2;1
7;E00-E90;2006;3;130;1
7;I00-I99;2006;3;9;6
7;M05-M14;2006;3;6;1
7;I00-I99;2006;4;10,18181818;11
7;N00-N99;2006;4;19;1
7;E00-E90;2006;5;1;1
7;I00-I99;2006;5;9,818181818;11
7;I00-I99;2006;6;9,529411765;17
7;K00-K93;2006;6;18;1
7;I00-I99;2006;7;13,6;10
7;S00-T98;2006;7;30;1
7;I00-I99;2006;8;12,69230769;13
7;K00-K93;2006;8;4;2
7;L00-L99;2006;8;48;1
7;N00-N99;2006;8;6,5;2
7;Z00-Z99;2006;8;3;1
7;A00B99;2006;9;13,5;2
7;I00-I99;2006;9;13,66666667;15
7;E00-E90;2006;10;18;1
7;I00-I99;2006;10;7,588235294;17
7;N00-N99;2006;10;3;2
7;Z00-Z99;2006;10;7;2
7;E00-E90;2006;11;11;1
7;I00-I99;2006;11;8,6;15
7;S00-T98;2006;11;20;1
7;Z00-Z99;2006;11;13;1
7;I00-I99;2006;12;15,53333333;15
7;I00-I99;2007;1;9,357142857;14
7;N00-N99;2007;1;2;1
7;A00B99;2007;2;20;1
7;E00-E90;2007;2;16;1
7;I00-I99;2007;2;7,2;15
7;N00-N99;2007;2;4,5;2
7;R00-R99;2007;2;6;2
7;E00-E90;2007;3;22;2
7;I00-I99;2007;3;9,181818182;11
7;M86-M90;2007;3;2;1
7;N00-N99;2007;3;6;1
7;R00-R99;2007;3;2;1
7;I00-I99;2007;4;13,83333333;18
7;N00-N99;2007;4;1;1
7;E00-E90;2007;5;29;1
7;I00-I99;2007;5;7,384615385;13
7;S00-T98;2007;5;17;1
7;A00B99;2007;6;49;1
7;I00-I99;2007;6;12,4;10
7;C00D48;2007;7;10;2
7;I00-I99;2007;7;7,333333333;9
7;M70-M79;2007;7;0;1
7;E00-E90;2007;8;46,5;2
7;I00-I99;2007;8;9,857142857;14
7;I00-I99;2007;9;8,909090909;11
7;M86-M90;2007;9;8;1
7;S00-T98;2007;9;2;1
7;I00-I99;2007;10;8,772727273;22
7;N00-N99;2007;10;23;1
7;Z00-Z99;2007;10;25,33333333;3
7;A00B99;2007;11;64;1
7;C00D48;2007;11;8;1
7;I00-I99;2007;11;12,58333333;12
7;N00-N99;2007;11;10;1
7;A00B99;2007;12;2;1
7;E00-E90;2007;12;3;1
7;I00-I99;2007;12;11,36363636;11
7;M30-M36;2007;12;10;1
7;N00-N99;2007;12;2;3
7;E00-E90;2008;1;43;1
7;I00-I99;2008;1;7,1;10
7;M00-M03;2008;1;18;1
7;M30-M36;2008;1;0;1
7;S00-T98;2008;1;13;1
7;A00B99;2008;2;27,5;2
7;I00-I99;2008;2;12,33333333;15
7;M30-M36;2008;2;15;1
7;E00-E90;2008;3;3;1
7;I00-I99;2008;3;14,11111111;9
7;I00-I99;2008;4;4;5
7;L00-L99;2008;4;8;1
7;D50-D89;2008;5;7;1
7;I00-I99;2008;5;6,2;10
7;C00D48;2008;6;7;1
7;E00-E90;2008;6;12,5;2
7;I00-I99;2008;6;13,57142857;7
7;N00-N99;2008;6;28;1
7;S00-T98;2008;6;13;1
7;E00-E90;2008;7;16;2
7;I00-I99;2008;7;13,5;10
7;K00-K93;2008;7;4;2
7;M30-M36;2008;7;9;2
7;N00-N99;2008;7;11,5;2
7;R00-R99;2008;7;2;1
7;E00-E90;2008;8;16;1
7;I00-I99;2008;8;10,27272727;11
7;K00-K93;2008;8;3;1
7;M30-M36;2008;8;11;2
7;N00-N99;2008;8;1;1
7;I00-I99;2008;9;6,1;10
7;M15-M19;2008;9;28;1
7;N00-N99;2008;9;2;1
7;R00-R99;2008;9;1;1
7;I00-I99;2008;10;14,7;10
7;S00-T98;2008;10;10;1
7;I00-I99;2008;11;8,647058824;17
7;E00-E90;2008;12;17;1
7;I00-I99;2008;12;7,25;8
7;I00-I99;2009;1;7;11
7;M86-M90;2009;1;21;1
7;N00-N99;2009;1;9;2
7;I00-I99;2009;2;12,55555556;9
7;L00-L99;2009;2;29;2
7;I00-I99;2009;3;9;9
7;N00-N99;2009;3;10;1
7;I00-I99;2009;4;20,25;4
7;N00-N99;2009;4;1;2
7;E00-E90;2009;5;7;1
7;I00-I99;2009;5;10;7
7;J00-J99;2009;5;6;1
7;Z00-Z99;2009;5;2;1
7;C00D48;2009;6;10,5;2
7;E00-E90;2009;6;2;1
7;I00-I99;2009;6;6,142857143;7
7;L00-L99;2009;6;19;1
7;N00-N99;2009;6;2;1
7;S00-T98;2009;6;7;2
7;I00-I99;2009;7;8;9
7;L00-L99;2009;7;3;1
7;E00-E90;2009;8;16;1
7;I00-I99;2009;8;7,230769231;13
7;J00-J99;2009;8;1;1
7;N00-N99;2009;8;8,5;2
7;R00-R99;2009;8;2;2
7;S00-T98;2009;8;34;1
7;E00-E90;2009;9;8;1
7;I00-I99;2009;9;5,15;20
7;K00-K93;2009;9;23;1
7;M00-M03;2009;9;3;1
7;R00-R99;2009;9;3;2
7;S00-T98;2009;9;10,5;2
7;Z00-Z99;2009;9;2;1
7;A00B99;2009;10;4;1
7;I00-I99;2009;10;3,333333333;21
7;J00-J99;2009;10;8;1
7;L00-L99;2009;10;21;1
7;M86-M90;2009;10;28;1
7;N00-N99;2009;10;6;2
7;C00D48;2009;11;15;1
7;I00-I99;2009;11;3,15;20
7;N00-N99;2009;11;13;1
7;R00-R99;2009;11;13,5;2
7;I00-I99;2009;12;3,24;25
7;N00-N99;2009;12;2;1
7;R00-R99;2009;12;1;1
7;I00-I99;2010;1;3,434782609;23
7;N00-N99;2010;1;14;1
7;S00-T98;2010;1;1;1
7;C00D48;2010;2;2;1
7;I00-I99;2010;2;4,083333333;24
7;I00-I99;2010;3;3,666666667;27
7;M45-M49;2010;3;21;1
7;N00-N99;2010;3;3;1
7;S00-T98;2010;3;10,5;2
7;I00-I99;2010;4;2,157894737;19
7;M86-M90;2010;4;15;1
7;N00-N99;2010;4;6;1
7;R00-R99;2010;4;1;1
7;A00B99;2010;5;3;1
7;I00-I99;2010;5;4,1;20
7;I00-I99;2010;6;3,444444444;27
7;K00-K93;2010;6;19;1
7;R00-R99;2010;6;2;1
7;E00-E90;2010;7;15;2
7;F30-F39;2010;7;1;1
7;I00-I99;2010;7;3,590909091;22
7;N00-N99;2010;7;3;1
7;R00-R99;2010;7;3;2
7;A00B99;2010;8;55;1
7;I00-I99;2010;8;6,8;20
7;R00-R99;2010;8;3;1
7;S00-T98;2010;8;1;1
7;C00D48;2010;9;9;1
7;I00-I99;2010;9;3,807692308;26
7;N00-N99;2010;9;17;1
7;I00-I99;2010;10;5,6;30
7;L00-L99;2010;10;7;1
7;N00-N99;2010;10;7;1
7;R00-R99;2010;10;4;1
7;A00B99;2010;11;18;1
7;C00D48;2010;11;11,66666667;3
7;G00-G99;2010;11;3;1
7;I00-I99;2010;11;4,8;30
7;K00-K93;2010;11;3,5;2
7;N00-N99;2010;11;3;1
7;R00-R99;2010;11;5,666666667;3
7;A00B99;2010;12;0;1
7;I00-I99;2010;12;2,72;25
7;L00-L99;2010;12;14;1
7;S00-T98;2010;12;10;1
8;E00-E90;1997;1;5;1
8;I00-I99;1997;1;8,142857143;21
8;M05-M14;1997;1;8;1
8;E00-E90;1997;2;29;2
8;I00-I99;1997;2;7,083333333;12
8;E00-E90;1997;3;5;1
8;I00-I99;1997;3;5,357142857;14
8;L00-L99;1997;3;5;1
8;S00-T98;1997;3;61;1
8;E00-E90;1997;4;13,5;4
8;I00-I99;1997;4;8,173913043;23
8;S00-T98;1997;4;4,5;2
8;C00D48;1997;5;41;1
8;E00-E90;1997;5;13;1
8;I00-I99;1997;5;17,5;10
8;A00B99;1997;6;9;1
8;E00-E90;1997;6;9,2;5
8;G00-G99;1997;6;5;1
8;I00-I99;1997;6;5,5;12
8;M70-M79;1997;6;8;1
8;E00-E90;1997;7;19,5;2
8;I00-I99;1997;7;7,764705882;17
8;NULL;1997;8;27;1
8;E00-E90;1997;8;11,57142857;7
8;I00-I99;1997;8;9,142857143;21
8;E00-E90;1997;9;7;1
8;I00-I99;1997;9;5,470588235;17
8;R00-R99;1997;9;30;1
8;S00-T98;1997;9;1;1
8;E00-E90;1997;10;21,33333333;3
8;I00-I99;1997;10;5;26
8;J00-J99;1997;10;8;1
8;E00-E90;1997;11;11;2
8;I00-I99;1997;11;8,047619048;21
8;E00-E90;1997;12;3;1
8;I00-I99;1997;12;6,266666667;15
8;NULL;1998;1;8;1
8;E00-E90;1998;1;26,5;2
8;I00-I99;1998;1;4,647058824;17
8;S00-T98;1998;1;8;1
8;E00-E90;1998;2;61;2
8;I00-I99;1998;2;5,260869565;23
8;NULL;1998;3;7,666666667;3
8;I00-I99;1998;3;7,75;12
8;E00-E90;1998;4;9,666666667;3
8;I00-I99;1998;4;5,583333333;12
8;M05-M14;1998;4;6;1
8;NULL;1998;5;33;1
8;E00-E90;1998;5;3;1
8;I00-I99;1998;5;7,8;15
8;E00-E90;1998;6;6;2
8;I00-I99;1998;6;7,166666667;18
8;L00-L99;1998;6;7;1
8;S00-T98;1998;6;1;2
8;E00-E90;1998;7;8,5;6
8;I00-I99;1998;7;6;9
8;NULL;1998;8;7;1
8;A00B99;1998;8;10;1
8;E00-E90;1998;8;31,75;4
8;I00-I99;1998;8;5,285714286;14
8;I00-I99;1998;9;24,88888889;9
8;E00-E90;1998;10;9,333333333;3
8;I00-I99;1998;10;11,45454545;11
8;E00-E90;1998;11;7;2
8;I00-I99;1998;11;12,66666667;9
8;E00-E90;1998;12;28,66666667;3
8;I00-I99;1998;12;16,63636364;11
8;M70-M79;1998;12;14;1
8;S00-T98;1998;12;11;1
8;E00-E90;1999;1;26,5;6
8;I00-I99;1999;1;8,636363636;11
8;L00-L99;1999;1;9;1
8;E00-E90;1999;2;7;4
8;I00-I99;1999;2;8,625;24
8;E00-E90;1999;3;12;2
8;I00-I99;1999;3;7,15;20
8;S00-T98;1999;3;84;1
8;E00-E90;1999;4;47;1
8;I00-I99;1999;4;6;10
8;A00B99;1999;5;67;1
8;E00-E90;1999;5;23;4
8;I00-I99;1999;5;4,857142857;14
8;S00-T98;1999;5;14;2
8;C00D48;1999;6;28;1
8;E00-E90;1999;6;16;1
8;I00-I99;1999;6;15,54545455;11
8;S00-T98;1999;6;7;1
8;E00-E90;1999;7;6;1
8;I00-I99;1999;7;5,777777778;9
8;R00-R99;1999;7;9;1
8;S00-T98;1999;7;1;1
8;E00-E90;1999;8;9,2;5
8;I00-I99;1999;8;9,176470588;17
8;L00-L99;1999;8;11;1
8;E00-E90;1999;9;5,666666667;3
8;I00-I99;1999;9;7,583333333;24
8;L00-L99;1999;9;2;1
8;M20-M25;1999;9;1;1
8;C00D48;1999;10;10;1
8;E00-E90;1999;10;5;2
8;I00-I99;1999;10;6,913043478;23
8;M05-M14;1999;10;14;1
8;E00-E90;1999;11;18,5;2
8;I00-I99;1999;11;6,434782609;23
8;A00B99;1999;12;9;1
8;E00-E90;1999;12;22,5;2
8;I00-I99;1999;12;6,85;20
8;S00-T98;1999;12;2;1
8;NULL;2000;1;77;1
8;E00-E90;2000;1;41,5;2
8;I00-I99;2000;1;7,19047619;21
8;E00-E90;2000;2;73;2
8;I00-I99;2000;2;6,857142857;21
8;S00-T98;2000;2;7;1
8;Z00-Z99;2000;2;7;1
8;NULL;2000;3;11;1
8;E00-E90;2000;3;7;1
8;I00-I99;2000;3;8,789473684;19
8;L00-L99;2000;3;18;1
8;S00-T98;2000;3;4;1
8;E00-E90;2000;4;14,66666667;3
8;I00-I99;2000;4;4,714285714;14
8;E00-E90;2000;5;6;1
8;I00-I99;2000;5;5,666666667;27
8;E00-E90;2000;6;11;1
8;I00-I99;2000;6;7,461538462;13
8;M05-M14;2000;6;3;1
8;S00-T98;2000;6;4;1
8;E00-E90;2000;7;2,5;2
8;I00-I99;2000;7;8;22
8;E00-E90;2000;8;5,5;2
8;I00-I99;2000;8;6,807692308;26
8;L00-L99;2000;8;3;1
8;E00-E90;2000;9;2;1
8;I00-I99;2000;9;6,1875;16
8;S00-T98;2000;9;0;1
8;E00-E90;2000;10;1;1
8;I00-I99;2000;10;7,476190476;21
8;L00-L99;2000;10;8;1
8;E00-E90;2000;11;8,5;2
8;I00-I99;2000;11;8,666666667;27
8;NULL;2000;12;6;1
8;E00-E90;2000;12;4,666666667;3
8;I00-I99;2000;12;3,736842105;19
8;C00D48;2001;1;4;1
8;E00-E90;2001;1;12,5;2
8;I00-I99;2001;1;6;38
8;NULL;2001;2;6;1
8;E00-E90;2001;2;14,33333333;3
8;I00-I99;2001;2;5,5;26
8;NULL;2001;3;71;1
8;E00-E90;2001;3;2;1
8;I00-I99;2001;3;5,5;26
8;L00-L99;2001;3;29;1
8;E00-E90;2001;4;3;1
8;I00-I99;2001;4;4,655172414;29
8;M05-M14;2001;4;13;1
8;I00-I99;2001;5;6;20
8;I00-I99;2001;6;5,333333333;27
8;N00-N99;2001;6;24;1
8;E00-E90;2001;7;8;4
8;I00-I99;2001;7;11,09090909;22
8;M86-M90;2001;7;1;1
8;E00-E90;2001;8;14,14285714;7
8;I00-I99;2001;8;6,833333333;12
8;E00-E90;2001;9;13,33333333;3
8;I00-I99;2001;9;5,1;20
8;N00-N99;2001;9;15;1
8;S00-T98;2001;9;8;1
8;I00-I99;2001;10;5,884615385;26
8;R00-R99;2001;10;43;1
8;E00-E90;2001;11;18,5;4
8;I00-I99;2001;11;5,064516129;31
8;M70-M79;2001;11;0,5;2
8;E00-E90;2001;12;21,25;4
8;I00-I99;2001;12;5,92;25
8;A00B99;2002;1;20;1
8;E00-E90;2002;1;2;1
8;I00-I99;2002;1;7,75;20
8;L00-L99;2002;1;50;1
8;S00-T98;2002;1;9;1
8;I00-I99;2002;2;6,56;25
8;S00-T98;2002;2;1;1
8;E00-E90;2002;3;16;1
8;I00-I99;2002;3;4,962962963;27
8;M86-M90;2002;3;17;1
8;S00-T98;2002;3;2;3
8;I00-I99;2002;4;5,592592593;27
8;M00-M03;2002;4;3;1
8;E00-E90;2002;5;6,5;2
8;I00-I99;2002;5;5,833333333;30
8;Q00-Q99;2002;5;8;1
8;E00-E90;2002;6;8,5;2
8;I00-I99;2002;6;5,060606061;33
8;S00-T98;2002;6;1;1
8;E00-E90;2002;7;8;3
8;I00-I99;2002;7;6,5;28
8;Z00-Z99;2002;7;3;1
8;E00-E90;2002;8;15,8;5
8;I00-I99;2002;8;8,789473684;19
8;L00-L99;2002;8;35;1
8;S00-T98;2002;8;15;1
8;E00-E90;2002;9;20,5;4
8;I00-I99;2002;9;5,677419355;31
8;I00-I99;2002;10;4,517241379;29
8;N00-N99;2002;10;6;1
8;NULL;2002;11;1;1
8;E00-E90;2002;11;10,33333333;3
8;I00-I99;2002;11;6,416666667;36
8;Z00-Z99;2002;11;121;1
8;E00-E90;2002;12;19;3
8;I00-I99;2002;12;5,230769231;26
8;Z00-Z99;2002;12;6;1
8;E00-E90;2003;1;12;4
8;I00-I99;2003;1;9,2;20
8;E00-E90;2003;2;40;1
8;I00-I99;2003;2;6,344827586;29
8;L00-L99;2003;2;14;1
8;Z00-Z99;2003;2;2;1
8;E00-E90;2003;3;11,25;4
8;I00-I99;2003;3;9,03125;32
8;S00-T98;2003;3;13;1
8;E00-E90;2003;4;12,66666667;3
8;I00-I99;2003;4;8,363636364;22
8;E00-E90;2003;5;14;2
8;I00-I99;2003;5;7,068965517;29
8;Z00-Z99;2003;5;46,5;2
8;E00-E90;2003;6;4;2
8;I00-I99;2003;6;6,64;25
8;E00-E90;2003;7;30,75;4
8;I00-I99;2003;7;5,5;26
8;E00-E90;2003;8;2,5;2
8;I00-I99;2003;8;6,25;24
8;E00-E90;2003;9;22,66666667;3
8;I00-I99;2003;9;7,6;30
8;S00-T98;2003;9;1;1
8;A00B99;2003;10;12;1
8;E00-E90;2003;10;11;1
8;I00-I99;2003;10;5,3;50
8;M86-M90;2003;10;6;1
8;E00-E90;2003;11;4,666666667;3
8;I00-I99;2003;11;5,545454545;33
8;L00-L99;2003;11;4;1
8;S00-T98;2003;11;1,333333333;3
8;A00B99;2003;12;10;1
8;E00-E90;2003;12;6,5;4
8;I00-I99;2003;12;13,28571429;14
8;I00-I99;2004;1;7,352941176;17
8;S00-T98;2004;1;12,5;2
8;E00-E90;2004;2;2;2
8;I00-I99;2004;2;11,33333333;15
8;S00-T98;2004;2;11;1
8;E00-E90;2004;3;5;7
8;I00-I99;2004;3;7,866666667;15
8;E00-E90;2004;4;9,5;4
8;I00-I99;2004;4;6,64;25
8;Z00-Z99;2004;4;0;1
8;A00B99;2004;5;14;1
8;E00-E90;2004;5;11;1
8;I00-I99;2004;5;5,647058824;17
8;L00-L99;2004;5;4;1
8;E00-E90;2004;6;14;1
8;I00-I99;2004;6;5;24
8;NULL;2004;7;5;1
8;A00B99;2004;7;13;1
8;E00-E90;2004;7;21;1
8;I00-I99;2004;7;8,375;8
8;S00-T98;2004;7;9;1
8;Z00-Z99;2004;7;30;1
8;A00B99;2004;8;17;1
8;I00-I99;2004;8;5,157894737;19
8;N00-N99;2004;8;14;1
8;S00-T98;2004;8;16;1
8;C00D48;2004;9;3;1
8;E00-E90;2004;9;10,83333333;6
8;I00-I99;2004;9;5,153846154;26
8;M20-M25;2004;9;1;1
8;Z00-Z99;2004;9;0;1
8;E00-E90;2004;10;20,33333333;3
8;I00-I99;2004;10;5,583333333;36
8;S00-T98;2004;10;6;1
8;Z00-Z99;2004;10;25,33333333;3
8;E00-E90;2004;11;10;2
8;I00-I99;2004;11;5,117647059;34
8;Z00-Z99;2004;11;10;1
8;E00-E90;2004;12;5;3
8;I00-I99;2004;12;7,818181818;22
8;Z00-Z99;2004;12;6;1
8;I00-I99;2005;1;5,083333333;36
8;M86-M90;2005;1;4;1
8;S00-T98;2005;1;4;1
8;E00-E90;2005;2;14,66666667;3
8;I00-I99;2005;2;5,961538462;26
8;Z00-Z99;2005;2;41;1
8;C00D48;2005;3;8;1
8;E00-E90;2005;3;7,5;2
8;I00-I99;2005;3;4,769230769;26
8;Z00-Z99;2005;3;30;1
8;A00B99;2005;4;6;1
8;I00-I99;2005;4;6,266666667;30
8;M70-M79;2005;4;0;1
8;S00-T98;2005;4;5,666666667;3
8;I00-I99;2005;5;4,523809524;21
8;E00-E90;2005;6;1;1
8;I00-I99;2005;6;4,238095238;21
8;E00-E90;2005;7;23;3
8;I00-I99;2005;7;5,210526316;19
8;M86-M90;2005;7;101;1
8;S00-T98;2005;7;3,5;2
8;E00-E90;2005;8;6,5;2
8;I00-I99;2005;8;5,565217391;23
8;N00-N99;2005;8;8;1
8;E00-E90;2005;9;7,5;2
8;I00-I99;2005;9;5,653846154;26
8;S00-T98;2005;9;5;1
8;C00D48;2005;10;54;1
8;E00-E90;2005;10;9;2
8;I00-I99;2005;10;4,606060606;33
8;E00-E90;2005;11;9,8;5
8;I00-I99;2005;11;2,516129032;31
8;E00-E90;2005;12;12,5;2
8;I00-I99;2005;12;2,380952381;21
8;L00-L99;2005;12;7;1
8;I00-I99;2006;1;5,870967742;31
8;N00-N99;2006;1;4;1
8;S00-T98;2006;1;2;1
8;Z00-Z99;2006;1;1;1
8;A00B99;2006;2;3,5;2
8;E00-E90;2006;2;23,33333333;3
8;I00-I99;2006;2;6,071428571;14
8;M05-M14;2006;2;9;1
8;M20-M25;2006;2;30;1
8;N00-N99;2006;2;1;1
8;Z00-Z99;2006;2;41;2
8;A00B99;2006;3;5,5;2
8;D50-D89;2006;3;1;1
8;E00-E90;2006;3;6,666666667;3
8;I00-I99;2006;3;10;9
8;S00-T98;2006;3;7;1
8;Z00-Z99;2006;3;33;2
8;A00B99;2006;4;6;1
8;E00-E90;2006;4;14,5;2
8;I00-I99;2006;4;18,625;8
8;Z00-Z99;2006;4;64;1
8;I00-I99;2006;5;7,7;20
8;N00-N99;2006;5;1;1
8;Z00-Z99;2006;5;12,5;2
8;E00-E90;2006;6;14,5;2
8;I00-I99;2006;6;6,272727273;11
8;S00-T98;2006;6;1;1
8;Z00-Z99;2006;6;13;2
8;A00B99;2006;7;23;1
8;E00-E90;2006;7;9;2
8;I00-I99;2006;7;6;10
8;M30-M36;2006;7;51;2
8;A00B99;2006;8;8;1
8;E00-E90;2006;8;5,25;4
8;I00-I99;2006;8;8,625;8
8;L00-L99;2006;8;12;1
8;S00-T98;2006;8;4,5;2
8;Z00-Z99;2006;8;8,5;2
8;E00-E90;2006;9;22,5;2
8;I00-I99;2006;9;8,125;16
8;M00-M03;2006;9;3;1
8;N00-N99;2006;9;16;4
8;S00-T98;2006;9;31;1
8;Z00-Z99;2006;9;56;1
8;A00B99;2006;10;7;1
8;E00-E90;2006;10;8,5;2
8;I00-I99;2006;10;4,785714286;14
8;L00-L99;2006;10;7;1
8;N00-N99;2006;10;2,5;2
8;R00-R99;2006;10;8;1
8;S00-T98;2006;10;1;1
8;A00B99;2006;11;4;1
8;I00-I99;2006;11;8,6;15
8;L00-L99;2006;11;7;1
8;N00-N99;2006;11;10,6;5
8;R00-R99;2006;11;3;1
8;S00-T98;2006;11;11,5;2
8;A00B99;2006;12;3;1
8;C00D48;2006;12;2;1
8;E00-E90;2006;12;9;1
8;I00-I99;2006;12;6,625;16
8;J00-J99;2006;12;5;1
8;K00-K93;2006;12;2;1
8;L00-L99;2006;12;5;1
8;M86-M90;2006;12;14;1
8;N00-N99;2006;12;9,333333333;3
8;R00-R99;2006;12;6;2
8;S00-T98;2006;12;1,8;5
8;A00B99;2007;1;5;3
8;E00-E90;2007;1;16;2
